ID,Sex.mode,Treatment,Mate,Timepoint,Group,Eggs,Hatch,Develop,Undevelop,DevRate,Dev_only_rate,Hatch_only_rate,grp,Batch,age
ATU1.01,Parthenogenesis,Antibiotic,Unmated,1,ATU,2,2,0,0,1,0,1,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,2,ATU,6,2,1,3,0.5,0.166666667,0.333333333,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,3,ATU,2,0,0,2,0,0,0,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,4,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,5,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,6,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,7,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,8,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,9,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,10,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,11,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,12,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,13,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,14,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,15,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,16,ATU,2,2,0,0,1,0,1,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,17,ATU,6,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.01,Parthenogenesis,Antibiotic,Unmated,18,ATU,2,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,1,ATU,4,2,1,1,0.75,0.25,0.5,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,2,ATU,5,4,1,0,1,0.2,0.8,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,3,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,4,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,5,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,6,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,7,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,8,ATU,2,0,0,2,0,0,0,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,9,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,10,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,11,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,12,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,13,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,14,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,15,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,16,ATU,3,2,0,1,0.666666667,0,0.666666667,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,17,ATU,0,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.02,Parthenogenesis,Antibiotic,Unmated,18,ATU,2,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,1,ATU,2,2,0,0,1,0,1,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,2,ATU,4,0,1,3,0.25,0.25,0,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,3,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,4,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,5,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,6,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,7,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,8,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,9,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,10,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,11,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,12,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,13,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,14,ATU,4,3,1,0,1,0.25,0.75,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,15,ATU,8,8,0,0,1,0,1,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,16,ATU,6,5,1,0,1,0.166666667,0.833333333,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,17,ATU,1,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.03,Parthenogenesis,Antibiotic,Unmated,18,ATU,8,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,1,ATU,3,2,1,0,1,0.333333333,0.666666667,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,2,ATU,7,0,1,6,0.142857143,0.142857143,0,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,3,ATU,2,0,0,2,0,0,0,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,4,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,5,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,6,ATU,2,0,0,2,0,0,0,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,7,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,8,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,9,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,10,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,11,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,12,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,13,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,14,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,15,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,16,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,17,ATU,1,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.04,Parthenogenesis,Antibiotic,Unmated,18,ATU,1,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,1,ATU,2,1,1,0,1,0.5,0.5,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,2,ATU,7,1,3,3,0.571428571,0.428571429,0.142857143,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,3,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,4,ATU,2,0,0,2,0,0,0,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,5,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,6,ATU,2,0,0,2,0,0,0,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,7,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,8,ATU,2,0,0,2,0,0,0,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,9,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,10,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,11,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,12,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,13,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,14,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,15,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,16,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,17,ATU,1,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.05,Parthenogenesis,Antibiotic,Unmated,18,ATU,1,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,1,ATU,2,1,1,0,1,0.5,0.5,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,2,ATU,3,0,0,3,0,0,0,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,3,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,4,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,5,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,6,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,7,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,8,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,9,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,10,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,11,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,12,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,13,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,14,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,15,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,16,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,17,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.06,Parthenogenesis,Antibiotic,Unmated,18,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,1,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,2,ATU,6,3,0,3,0.5,0,0.5,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,3,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,4,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,5,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,6,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,7,ATU,4,0,0,4,0,0,0,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,8,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,9,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,10,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,11,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,12,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,13,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,14,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,15,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,16,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,17,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.07,Parthenogenesis,Antibiotic,Unmated,18,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,1,ATU,1,0,NA,NA,NA,NA,0,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,2,ATU,5,2,0,3,0.4,0,0.4,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,3,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,4,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,5,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,6,ATU,1,0,0,1,0,0,0,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,7,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,8,ATU,0,0,0,0,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,9,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,10,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,11,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,12,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,13,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,14,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,15,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,16,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,17,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.08,Parthenogenesis,Antibiotic,Unmated,18,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,21
ATU1.09,Parthenogenesis,Antibiotic,Unmated,1,ATU,6,4,1,1,0.833333333,0.166666667,0.666666667,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,2,ATU,3,0,0,3,0,0,0,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,3,ATU,1,0,0,1,0,0,0,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,4,ATU,0,0,0,0,NA,NA,NA,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,5,ATU,0,0,0,0,NA,NA,NA,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,6,ATU,0,0,0,0,NA,NA,NA,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,7,ATU,1,0,0,1,0,0,0,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,8,ATU,1,0,0,1,0,0,0,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,9,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,10,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,11,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,12,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,13,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,14,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,15,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,16,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,17,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,6
ATU1.09,Parthenogenesis,Antibiotic,Unmated,18,ATU,NA,NA,NA,NA,NA,NA,NA,AT,1,6
ACU1.01,Parthenogenesis,Control,Unmated,1,ACU,4,4,0,0,1,0,1,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,2,ACU,8,6,2,0,1,0.25,0.75,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,3,ACU,5,3,2,0,1,0.4,0.6,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,4,ACU,8,4,2,2,0.75,0.25,0.5,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,5,ACU,0,0,0,0,NA,NA,NA,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,6,ACU,5,2,2,1,0.8,0.4,0.4,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,7,ACU,6,3,2,1,0.833333333,0.333333333,0.5,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,8,ACU,8,5,2,1,0.875,0.25,0.625,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,9,ACU,7,6,1,0,1,0.142857143,0.857142857,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,10,ACU,7,7,0,0,1,0,1,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,11,ACU,9,6,2,1,0.888888889,0.222222222,0.666666667,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,12,ACU,6,3,2,1,0.833333333,0.333333333,0.5,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,13,ACU,1,1,0,0,1,0,1,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,14,ACU,7,6,1,0,1,0.142857143,0.857142857,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,15,ACU,5,5,0,0,1,0,1,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,16,ACU,7,7,0,0,1,0,1,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,17,ACU,5,NA,NA,NA,NA,NA,NA,AC,1,21
ACU1.01,Parthenogenesis,Control,Unmated,18,ACU,8,2,6,0,1,0.75,0.25,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,1,ACU,1,1,0,0,1,0,1,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,2,ACU,6,4,1,1,0.833333333,0.166666667,0.666666667,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,3,ACU,3,2,1,0,1,0.333333333,0.666666667,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,4,ACU,7,4,3,0,1,0.428571429,0.571428571,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,5,ACU,7,7,0,0,1,0,1,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,6,ACU,6,4,2,0,1,0.333333333,0.666666667,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,7,ACU,6,6,0,0,1,0,1,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,8,ACU,8,7,1,0,1,0.125,0.875,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,9,ACU,5,3,2,0,1,0.4,0.6,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,10,ACU,5,4,1,0,1,0.2,0.8,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,11,ACU,7,4,0,3,0.571428571,0,0.571428571,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,12,ACU,7,6,1,0,1,0.142857143,0.857142857,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,13,ACU,4,4,0,0,1,0,1,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,14,ACU,5,4,1,0,1,0.2,0.8,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,15,ACU,1,1,0,0,1,0,1,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,16,ACU,6,3,3,0,1,0.5,0.5,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,17,ACU,2,NA,NA,NA,NA,NA,NA,AC,1,21
ACU1.02,Parthenogenesis,Control,Unmated,18,ACU,8,7,1,0,1,0.125,0.875,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,1,ACU,4,2,1,1,0.75,0.25,0.5,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,2,ACU,7,7,0,0,1,0,1,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,3,ACU,3,1,2,0,1,0.666666667,0.333333333,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,4,ACU,7,4,2,1,0.857142857,0.285714286,0.571428571,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,5,ACU,4,1,0,3,0.25,0,0.25,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,6,ACU,6,5,1,0,1,0.166666667,0.833333333,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,7,ACU,2,2,0,0,1,0,1,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,8,ACU,7,7,0,0,1,0,1,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,9,ACU,2,2,0,0,1,0,1,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,10,ACU,8,7,1,0,1,0.125,0.875,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,11,ACU,4,4,0,0,1,0,1,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,12,ACU,7,6,0,1,0.857142857,0,0.857142857,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,13,ACU,4,4,0,0,1,0,1,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,14,ACU,10,10,0,0,1,0,1,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,15,ACU,3,3,0,0,1,0,1,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,16,ACU,7,5,2,0,1,0.285714286,0.714285714,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,17,ACU,1,NA,NA,NA,NA,NA,NA,AC,1,21
ACU1.03,Parthenogenesis,Control,Unmated,18,ACU,11,10,0,1,0.909090909,0,0.909090909,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,1,ACU,3,3,0,0,1,0,1,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,2,ACU,5,5,0,0,1,0,1,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,3,ACU,0,0,0,0,NA,NA,NA,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,4,ACU,6,5,1,0,1,0.166666667,0.833333333,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,5,ACU,2,0,0,2,0,0,0,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,6,ACU,10,7,3,0,1,0.3,0.7,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,7,ACU,0,0,0,0,NA,NA,NA,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,8,ACU,9,9,0,0,1,0,1,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,9,ACU,3,2,0,1,0.666666667,0,0.666666667,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,10,ACU,4,4,0,0,1,0,1,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,11,ACU,2,1,1,0,1,0.5,0.5,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,12,ACU,4,4,0,0,1,0,1,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,13,ACU,4,3,0,1,0.75,0,0.75,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,14,ACU,3,2,0,1,0.666666667,0,0.666666667,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,15,ACU,2,2,0,0,1,0,1,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,16,ACU,7,4,2,1,0.857142857,0.285714286,0.571428571,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,17,ACU,1,NA,NA,NA,NA,NA,NA,AC,1,21
ACU1.04,Parthenogenesis,Control,Unmated,18,ACU,4,3,1,0,1,0.25,0.75,AC,1,21
ACU1.05,Parthenogenesis,Control,Unmated,1,ACU,0,0,0,0,NA,NA,NA,AC,1,21
ACU1.05,Parthenogenesis,Control,Unmated,2,ACU,6,5,1,0,1,0.166666667,0.833333333,AC,1,21
ACU1.05,Parthenogenesis,Control,Unmated,3,ACU,0,0,0,0,NA,NA,NA,AC,1,21
ACU1.05,Parthenogenesis,Control,Unmated,4,ACU,8,5,3,0,1,0.375,0.625,AC,1,21
ACU1.05,Parthenogenesis,Control,Unmated,5,ACU,0,0,0,0,NA,NA,NA,AC,1,21
ACU1.05,Parthenogenesis,Control,Unmated,6,ACU,6,5,0,1,0.833333333,0,0.833333333,AC,1,21
ACU1.05,Parthenogenesis,Control,Unmated,7,ACU,5,3,2,0,1,0.4,0.6,AC,1,21
